restaurant_name,카테고리,리뷰 정보,review_text,리뷰 태그,,visit_date,방문일자,플랫폼,sort_type
일성 율전동본점,이자카야,밤에 방문예약 없이 이용대기 시간 바로 입장데이트연인・배우자,술과 안주 모두 정성과 맛이 일품입니다! 매장 인테리어와 분위기도 정말 좋습니다  메뉴도 종류가 많아 다 먹어보려면 자주 와야겠어요 (개인적으로 가라아게와 라면을 좋아합니다)  일성에서 안 먹어본 메뉴가 없는 그날까지...!!! 접기,음식이 맛있어요인테리어가 멋져요단체모임 하기 좋아요대화하기 좋아요컨셉이 독특해요,2026-04-21,2026-04-21,2026년 4월 21일 화요일,네이버,latest
일성 율전동본점,이자카야,저녁에 방문예약 없이 이용대기 시간 바로 입장데이트연인・배우자,"유투브 보고 방문했어요~!! 성대에 이런 술집이 있는지 몰랐어요🫣 5시에 오픈한다해서 오픈시간 맞춰 신랑이랑 방문해봤어요~! 사시미모리아와세 2인으로 주문했어요! 어느회인지 설명도 해주시고 숙성회라 너무 맛있어요,,😵❤️ 분위기도 좋구 술맛 나네요 ㅎㅎ 담에 또 방문 할예정입니다!🙌🏻  +++유투브 맛관부님꺼 보고 왔어요! ㅎㅎ 접기",음식이 맛있어요술이 다양해요친절해요음식이 빨리 나와요인테리어가 멋져요,2026-04-10,2026-04-10,2026년 4월 10일 금요일,네이버,latest
일성 율전동본점,이자카야,저녁에 방문,프리미엄 조개 술찜은 살이 꽉찬 가리비와 조개가 가득가득 들어가 있고 국물이 엄청 많아서 술 안주로 최고였어요! 사시미 모리아와세는 신선하고 모듬 구성이 너무 좋았어요. 내부 분위기 좋고 깔끔해서 재방문 하고싶은 곳이에요. 1인 모리아와세도 있고 1인 바 자리도 있어서 혼술러에게도 강추해요👍,음식이 맛있어요+4 개의 리뷰가 더 있습니다 펼쳐보기,2026-03-25,2026-03-25,2026년 3월 25일 수요일,네이버,latest
일성 율전동본점,이자카야,저녁에 방문예약 없이 이용대기 시간 바로 입장데이트연인・배우자,넘 맛나요. 사시미모리아와세. 주방장님이 친절히 설명해주셔서 더 맛나게 먹었답니다. 감태 추가했는데 감태가 두껍하니 넘넘 맛났어요. 교자도 진짜 육즙이 좔좔~~~ 에비수 생맥주도 진짜 짱짱. 결혼기념일이었는데 제대로 기분냈습니다^^ 조만간 또 올꺼에요~~강추!! 접기,음식이 맛있어요기본 안주가 좋아요특별한 메뉴가 있어요재료가 신선해요메뉴 구성이 알차요,2026-04-15,2026-04-15,2026년 4월 15일 수요일,네이버,latest
일성 율전동본점,이자카야,저녁에 방문예약 없이 이용대기 시간 바로 입장친목친구,"친한 언니들이랑 청첩장 모임하고 2차 왔어요! 전에도 왔을때는 엄청 대기하고 들어갔었는데 ... 오늘은 운좋게 바로 들어왔어요. 🍀  같이 온 언니들도 다 만족하고, 사람들이 왜 많은지 알겠다고 하더라구요 ㅎㅎㅎ 무알콜 하이볼도 너무 맛있어요~~ 🍻  오늘도 잘 먹었습니다! 😚😚 접기",음식이 맛있어요술이 다양해요특별한 메뉴가 있어요비싼 만큼 가치있어요인테리어가 멋져요,2026-03-27,2026-03-27,2026년 3월 27일 금요일,네이버,latest
일성 율전동본점,이자카야,밤에 방문예약 없이 이용대기 시간 바로 입장데이트연인・배우자,수원에서 젤 좋아하는 일성입니다ㅠㅠ 가라아케 무조건 드셔보세요!!!! 회도 걍 입에서 살살 녹음 조개술찜도 말해뭐해ㅠ 수원 이자카야로 강추합니다!!! 접기,음식이 맛있어요기본 안주가 좋아요가성비가 좋아요특별한 메뉴가 있어요술이 다양해요,2026-05-05,2026-05-05,2026년 5월 5일 화요일,네이버,latest
일성 율전동본점,이자카야,저녁에 방문예약 후 이용대기 시간 바로 입장데이트연인・배우자,"맛집이라고 이야기를 많이 듣고 방문했는데, 가라아게가 정말 맛있어요! 보통의 일식집에서 나오는 조그마한 가라아게가 아닌 통으로 튀긴 수제 가라아게여서 너무나 바삭하고 맛있었습니다! 그리고 같이 찍어먹는 트러플 소스도 정말 잘 어울려서 꼭 찍어드시기를 추천드리고 싶네요!  추가로 조개 술찜은 양이 정말정말 많았고 맛 또한 훌륭했습니다! 같이 주문할 수 있는 파스타면도 정말 조화롭게 어우러져서 맛있게 잘 먹었습니다! 접기",음식이 맛있어요기본 안주가 좋아요인테리어가 멋져요대화하기 좋아요단체모임 하기 좋아요,2026-02-27,2026-02-27,2026년 2월 27일 금요일,네이버,latest
일성 율전동본점,이자카야,밤에 방문예약 없이 이용대기 시간 바로 입장친목지인・동료,회사 형이랑 둘이 와서 너무 맛있게 잘 먹었습니다. 하이볼도 오리지날 그 자체고 사시미도 너무 맛있습니다! 꾸준히 재방문중입니다~!,음식이 맛있어요+4 개의 리뷰가 더 있습니다 펼쳐보기,2026-04-06,2026-04-06,2026년 4월 6일 월요일,네이버,latest
일성 율전동본점,이자카야,밤에 방문예약 없이 이용대기 시간 바로 입장일상,사시미 신선하구 맛있어요! 같이 시킨 야끼소바도 맛있고 하이볼 종류가 많아서 좋아요ㅎㅎ 가게가 조용해서 얘기하기도 좋아요~!,음식이 맛있어요+4 개의 리뷰가 더 있습니다 펼쳐보기,2026-04-30,2026-04-30,2026년 4월 30일 목요일,네이버,latest
일성 율전동본점,이자카야,저녁에 방문예약 없이 이용대기 시간 바로 입장데이트연인・배우자,소개 받아서 방문했는데 이런 곳이 성대에 있다니 ... ♥ 왜 이제 발견했나 모르겠어요 ㅠㅠ 사시미 다 숙성도 쩔고 입에서 녹음 ; 전메뉴 뿌스러 올게요 👊 접기,음식이 맛있어요특별한 메뉴가 있어요인테리어가 멋져요음악이 좋아요대화하기 좋아요,2026-05-03,2026-05-03,2026년 5월 3일 일요일,네이버,latest
일성 율전동본점,이자카야,저녁에 방문예약 없이 이용대기 시간 바로 입장기념일부모님,"부모님 모시고 가족들이랑 왔어요-! 사시미가 신선하고 특별히 맛있고, 술찜은 조개도 많고 국물이 특히 맛있었어요 !누나가 먹고 싶어서 시킨 볼카츠튀김은 일본에서 먹은 것보다 맛있었답니다 . . . !",음식이 맛있어요+4 개의 리뷰가 더 있습니다 펼쳐보기,2026-04-25,2026-04-25,2026년 4월 25일 토요일,네이버,latest
일성 율전동본점,이자카야,밤에 방문예약 없이 이용대기 시간 바로 입장기념일기타,가족들이랑 기념일로 왔습니다! 조개 술찜에 파스타면 넣어 먹으니까 너무 맛있어요!!!!숙성회도 맛있고 볼카츠 같은 다른 사이드도 너무 맛있습니다>.< 율전동 최고의 이자카야로 추천!!!,음식이 맛있어요+4 개의 리뷰가 더 있습니다 펼쳐보기,2026-04-24,2026-04-24,2026년 4월 24일 금요일,네이버,latest
일성 율전동본점,이자카야,저녁에 방문예약 없이 이용대기 시간 바로 입장데이트연인・배우자,새우 튀김 너무 오동통 하고 맛있어요! 항상 맛있게 잘 먹고있습니다~👍👍,음식이 맛있어요+2 개의 리뷰가 더 있습니다 펼쳐보기,2026-05-05,2026-05-05,2026년 5월 5일 화요일,네이버,latest
일성 율전동본점,이자카야,저녁에 방문예약 없이 이용대기 시간 바로 입장친목친구,"친구들이랑 연어 먹으러 왔는데 너무 맛있어요!! 숙성 회도 맛있고, 직원 분들도 친절하세요❗️",음식이 맛있어요+4 개의 리뷰가 더 있습니다 펼쳐보기,2026-04-10,2026-04-10,2026년 4월 10일 금요일,네이버,latest
일성 율전동본점,이자카야,밤에 방문예약 없이 이용대기 시간 바로 입장데이트연인・배우자,먹느라 정신없어서 중간부터 찍었네요 율전동에 30년넘게 살았는데 단골맛집 생겼네요 ㅋㅋ 남자친구랑 냉전이라 싸우면서 분위기 안좋았는데 사장님의센스있는 서비스덕분에 나중엔 잘먹고 웃으면서 나왔어요^^* 율전동에서 오래오래장사해주세요 !! ㅋㅋㅋ술찜 메로구이 강추강추 접기,음식이 맛있어요특별한 메뉴가 있어요재료가 신선해요아늑해요인테리어가 멋져요,2026-04-06,2026-04-06,2026년 4월 6일 월요일,네이버,latest
일성 율전동본점,이자카야,저녁에 방문예약 없이 이용대기 시간 바로 입장데이트연인・배우자,남자친구랑 둘이 2차겸 왔는데 넘 맛있어요 ㅎㅎ 가라아게가 일반 가라아게랑 다르게 훨씬 더 맛나용 다른 메뉴도 맛있는게 많아서 또 올 예정!!!! 🩷🩷,음식이 맛있어요+3 개의 리뷰가 더 있습니다 펼쳐보기,2026-05-09,2026-05-09,2026년 5월 9일 토요일,네이버,latest
일성 율전동본점,이자카야,저녁에 방문예약 없이 이용대기 시간 바로 입장데이트연인・배우자,참치이벤트 했을때 방문했어요! 진짜 참치덕후인데 녹아버려서 목구멍에 넘어가는 참치가 아까울정도로 너무너무 맛있었어요ㅠㅠ 10번이상? 20번 넘게 방문한 일성인데 갈때마다 감탄하면서 집에 갑니다 사장님..👍🏻,음식이 맛있어요+4 개의 리뷰가 더 있습니다 펼쳐보기,2026-03-18,2026-03-18,2026년 3월 18일 수요일,네이버,latest
일성 율전동본점,이자카야,저녁에 방문예약 없이 이용대기 시간 바로 입장데이트연인・배우자,사시미와 해산물이 먹고싶을때 방문하는 율전동 맛집입니다 이번에는 조개술찜을 메인으로 먹었는데 정말 맛잇어요.~,음식이 맛있어요+3 개의 리뷰가 더 있습니다 펼쳐보기,2026-03-20,2026-03-20,2026년 3월 20일 금요일,네이버,latest
일성 율전동본점,이자카야,밤에 방문예약 없이 이용대기 시간 바로 입장데이트연인・배우자,가라아게랑 술찜 너무 맛있어요ㅜㅜ 생각날때마다 오는 맛집입니다! 매일먹고싶어요ㅎㅎ,음식이 맛있어요+4 개의 리뷰가 더 있습니다 펼쳐보기,2026-05-05,2026-05-05,2026년 5월 5일 화요일,네이버,latest
일성 율전동본점,이자카야,저녁에 방문,"율전동맛집 재방문 셀 수도 없습니다! 항상 믿고 먹습니다 오늘은 선결제 후 메뉴기다리는중 사시미, 가라아게, 게살고로케 꼭 드셔보시길..! 접기",음식이 맛있어요특별한 메뉴가 있어요비싼 만큼 가치있어요재료가 신선해요인테리어가 멋져요,2026-05-08,2026-05-08,2026년 5월 8일 금요일,네이버,latest
김밥천국 천천점,분식,점심에 방문예약 없이 이용대기 시간 바로 입장일상친구,우리가 아는 김천이랑 좀 달라요!!! 반찬 먹을 수 있는 곳이 있어요 여러 종류 반찬에 오랜만에 남이 해준 오므라이스 맛있게 먹고 왔어요!! 반찬 다 괜찮았어요!!대학생 혼밥 많다고 하네요!!! 반찬 먹을만큼 갖다 먹을수 있어 좋아요!!사장님 친절해요~~ 개학하고 중•고 학생들 밥도 좋을것 같아요!! 접기,음식이 맛있어요재료가 신선해요혼밥하기 좋아요친절해요,2026-01-24,2026-01-24,2026년 1월 24일 토요일,네이버,latest
김밥천국 천천점,분식,점심에 방문예약 없이 이용대기 시간 10분 이내 일상혼자,태어나서 이렇게 맛없는 된장찌개는 처음이었어요 겁나 짜요 그냥 짜기만해요 내가 된장찌개를 먹고있는건지 소금물을 먹고 있는건지 모르겠어요 수저도 얼룩이 안 닦였어요 손님이 먹다남은 야채도 묻어있을정도에요 신경 좀 쓰세요,,2026-04-27,2026-04-27,2026년 4월 27일 월요일,네이버,latest
김밥천국 천천점,분식,"저녁에 방문예약 없이 이용대기 시간 바로 입장데이트친구, 연인・배우자",집 근처라서 자주 애용하는데 음식도 맛있고 나오는 속도도 빨라요~~,음식이 맛있어요+4 개의 리뷰가 더 있습니다 펼쳐보기,2026-04-29,2026-04-29,2026년 4월 29일 수요일,네이버,latest
김밥천국 천천점,분식,저녁에 방문예약 없이 이용대기 시간 바로 입장일상혼자,김밥 개 졸맛탱 항상 여기만 갑니다 엄마밥 먹고 싶을때,양이 많아요+4 개의 리뷰가 더 있습니다 펼쳐보기,2026-04-29,2026-04-29,2026년 4월 29일 수요일,네이버,latest
김밥천국 천천점,분식,저녁에 방문예약 없이 이용대기 시간 바로 입장일상혼자,정말 맛있는 음식을 먹을 수 있어요 항상 이용합니다.,음식이 맛있어요+4 개의 리뷰가 더 있습니다 펼쳐보기,2026-02-24,2026-02-24,2026년 2월 24일 화요일,네이버,latest
김밥천국 천천점,분식,저녁에 방문예약 없이 이용대기 시간 바로 입장혼자,김밥 맛있다!,음식이 맛있어요+2 개의 리뷰가 더 있습니다 펼쳐보기,2026-04-29,2026-04-29,2026년 4월 29일 수요일,네이버,latest
김밥천국 천천점,분식,아침에 방문예약 없이 이용대기 시간 바로 입장혼자,바쁘다고 김밥 재료를 깜빡하셨네요. 원래 이 집 김밥에는 햄이 안 들어가나 했는데 햄이 떡 하니 쌓여있더라구요. 말씀드렸더니 웃으면서 미안라대요. 사람 들어올때 인사도 안하고 주문한다 했더니 뒤도 안 돌아보고 말하세요 하는 불친절한 직원 사이에서 햄 없는 김밥 먹었더니 아침부터 기분 나빠요.,혼밥하기 좋아요,2025-11-07,2025-11-07,2025년 11월 7일 금요일,네이버,latest
김밥천국 천천점,분식,점심에 방문예약 없이 이용대기 시간 바로 입장데이트연인・배우자,맛있어용,음식이 맛있어요+1 개의 리뷰가 더 있습니다 펼쳐보기,2026-01-06,2026-01-06,2026년 1월 6일 화요일,네이버,latest
김밥천국 천천점,분식,점심에 방문포장·배달 이용,지난번 일반김밥 먹고 맛이 꽤 좋아서 포장하기 위해 방문했어요~ 참치김밥과 멸추김밥 주문했는데 ㅠ 일반김밥이 훨씬 맛있네요!! 다음부터는 일반김밥만 주문할듯합니다! 😅😅 접기,가성비가 좋아요,2025-08-28,2025-08-28,2025년 8월 28일 목요일,네이버,latest
김밥천국 천천점,분식,저녁에 방문예약 없이 이용대기 시간 바로 입장일상혼자,동네에서 항상 오는 곳 사장님 친절하시고 혼밥하기도 좋고 정감가는 곳임 땡초김밥 맛남,음식이 맛있어요+4 개의 리뷰가 더 있습니다 펼쳐보기,2025-09-27,2025-09-27,2025년 9월 27일 토요일,네이버,latest
김밥천국 천천점,분식,아침에 방문예약 없이 이용대기 시간 1시간 이상일상혼자,좋아요~^^,음식이 맛있어요+1 개의 리뷰가 더 있습니다 펼쳐보기,2026-01-28,2026-01-28,2026년 1월 28일 수요일,네이버,latest
김밥천국 천천점,분식,아침에 방문예약 없이 이용대기 시간 바로 입장데이트연인・배우자,여기 김밥 나쁘지 않아요,음식이 맛있어요,2025-08-16,2025-08-16,2025년 8월 16일 토요일,네이버,latest
수성복국,복어요리,저녁에 방문예약 없이 이용대기 시간 바로 입장데이트연인・배우자,"오랜만에 정말 맛있는 복국집을 찾아서 아주 행복했어요🫶 특히 복지리탕이 아주 시원하고 풍미가 짙어서 계속 생각나요🩷 복어튀김과 복어껍질 무침도 이색적이고, 무엇보다? 무엇보다 밑반찬으로 미역줄기 무침과 무생채가 나오는데 진짜 맛있습니다. 추천해요💜",음식이 맛있어요+4 개의 리뷰가 더 있습니다 펼쳐보기,2026-04-12,2026-04-12,2026년 4월 12일 일요일,네이버,latest
수성복국,복어요리,저녁에 방문예약 없이 이용대기 시간 바로 입장일상부모님,"수원에서 가장 맛있는 복국 맛집입니다 !!! 복국 뿐만 아니라 복튀김, 복껍질무침 등 복어요리 전부 다 맛있어서 정말 만족스러운 식사하고 왔네용 ㅎㅎ 가성비 아주 좋고, 양도 충분했습니다 ❤️ 복국 너무 시원하고 복껍질무침이랑 밥 비벼먹으니까 진짜 맛있었어요 ㅠㅠ 주차도 편해서 다음에 또 방문할 예정이에용 접기",음식이 맛있어요재료가 신선해요가성비가 좋아요주차하기 편해요친절해요,2026-02-22,2026-02-22,2026년 2월 22일 일요일,네이버,latest
수성복국,복어요리,점심에 방문예약 없이 이용대기 시간 바로 입장일상친구,종종방문하는 수성복국!! 한번 방문하면 또 방문하는 구운동맛집~ 깔끔 담백 시원하게 맛있어요~ 가성비좋고 맛좋은~ 부모님과 함께 가기 좋은 수원복국 수성복국 추천드려요♡,음식이 맛있어요+3 개의 리뷰가 더 있습니다 펼쳐보기,2026-04-19,2026-04-19,2026년 4월 19일 일요일,네이버,latest
수성복국,복어요리,점심에 방문예약 후 이용대기 시간 바로 입장,복어 요리 처음 먹어보는데 넘 맛있게 먹었어요!!,음식이 맛있어요+4 개의 리뷰가 더 있습니다 펼쳐보기,2026-04-16,2026-04-16,2026년 4월 16일 목요일,네이버,latest
수성복국,복어요리,"저녁에 방문예약 후 이용대기 시간 바로 입장친목연인・배우자, 친척・형제자매",국물이 시원하니 맛있어요~ 복껍질무침 새콤쫄깃하니 맛있어요~ 복수육은 살코기로 나오는게 아니였어요~^^;;,음식이 맛있어요+4 개의 리뷰가 더 있습니다 펼쳐보기,2026-01-31,2026-01-31,2026년 1월 31일 토요일,네이버,latest
수성복국,복어요리,저녁에 방문예약 없이 이용대기 시간 바로 입장나들이연인・배우자,참복세트 2인 먹었습니다. 복지리 처음 먹어서 긴장했는데요. 껍질무침+탕+튀김 모두 맛있게 먹었습니다. 탐조책방과 일월호수 나들이 후 맛집을 찾다가 발견했는데 비빔밥 만들어 먹는 게 너무 맛있네요. 복어가 이렇게 쫀득한지 몰랐어요. 껍질도 쫀득하고 맛있었어요~,음식이 맛있어요+4 개의 리뷰가 더 있습니다 펼쳐보기,2026-03-07,2026-03-07,2026년 3월 7일 토요일,네이버,latest
수성복국,복어요리,점심에 방문예약 없이 이용대기 시간 바로 입장데이트연인・배우자,수원 가성비 최고 복국집입니다!!!,음식이 맛있어요+1 개의 리뷰가 더 있습니다 펼쳐보기,2026-02-22,2026-02-22,2026년 2월 22일 일요일,네이버,latest
수성복국,복어요리,"저녁에 방문예약 없이 이용대기 시간 바로 입장일상연인・배우자, 친척・형제자매","까치복세트 먹었어요. 복맑은탕, 복껍질무침, 복튀김 먹었어요. 한파가 온 저녁이라 그런지 손님은 많지 않았어요. 굉장한 복집은 아니지만 가성비가 좋은 집이 아닌가.. 싶네요. 주차자리 넓습니다. 대중교통은 졸지 않아요.",가성비가 좋아요+2 개의 리뷰가 더 있습니다 펼쳐보기,2026-01-22,2026-01-22,2026년 1월 22일 목요일,네이버,latest
수성복국,복어요리,점심에 방문예약 없이 이용대기 시간 바로 입장친목친구,등산하고 먹었눈데 존맛탱 가성비 개굳👍🏻,음식이 맛있어요+2 개의 리뷰가 더 있습니다 펼쳐보기,2026-03-28,2026-03-28,2026년 3월 28일 토요일,네이버,latest
수성복국,복어요리,점심에 방문예약 없이 이용대기 시간 바로 입장데이트연인・배우자,복어국 처음 먹어봤는데 진짜 맛있어요! 정말 시원한 국물에 튀김과 껍질무침의 조합이 진짜 좋아요. 탱글탱글한 식감이 느껴져서 더 좋았던 복어국 꼭 먹어보세요!,음식이 맛있어요+3 개의 리뷰가 더 있습니다 펼쳐보기,2025-11-23,2025-11-23,2025년 11월 23일 일요일,네이버,latest
수성복국,복어요리,점심에 방문예약 없이 이용대기 시간 바로 입장,짝궁이 맛있대서 식당엘 데리고 갔는데 믿고 먹어보래요 세트 구성이 좋고 알차요 가성비도 좋고 사장님이신지 직원분인지 모르겠지만 서빙하시는분이 센스도 있고 요구사항 다 들어주시고 너무 친절해서 맛도 맛이지만 기분좋게 식사하고 왔어요 어른들 모시고 와도 좋아할꺼같아 담번엔 부모님 모시고 와야겠네요~,음식이 맛있어요,2025-12-12,2025-12-12,2025년 12월 12일 금요일,네이버,latest
수성복국,복어요리,점심에 방문예약 없이 이용대기 시간 바로 입장친목친구,역시 복국맛집답게 국물이 미쳤슴다 해장으로 너무 좋을거같고 아구찜도 맛있네요! 볶음밥이 킥이에요,음식이 맛있어요+3 개의 리뷰가 더 있습니다 펼쳐보기,2025-12-14,2025-12-14,2025년 12월 14일 일요일,네이버,latest
수성복국,복어요리,점심에 방문예약 없이 이용대기 시간 바로 입장일상연인・배우자,오랫만에 방문 점심시간이라 주차장에 차도많고 사람도 많다 겨울엔 딱인 수성복국 오늘은 까치복(지리맛) 인당13800원 맛굳 밑반찬 굳 재바문이 100% 에용 접기,음식이 맛있어요재료가 신선해요친절해요매장이 청결해요화장실이 깨끗해요,2026-01-08,2026-01-08,2026년 1월 8일 목요일,네이버,latest
수성복국,복어요리,점심에 방문예약 없이 이용대기 시간 바로 입장데이트연인・배우자,"비가 주룩주룩 내리는 일요일 아침 어머님을 모시고 복국을 먹으러 갔어요. 입구에서부터 친절하게 맞아 주시는 직원분들 ^^ 참복어 셋트로 주문했어요. 기본 셋팅 되어 있는 양푼에 무생채, 미역줄기, 복국에 있는 콩나물과 미나리도 건져서 넣고 비빔 비빔 이 비빔밥에 복국 한 숟갈 떠 먹으니 정말 시원하고 맛있네요. 금방 튀겨서 나온 복튀김은 어머님께서 엄청 칭찬하시면서 드셨네요. 적당히 새콤매콤달콤한 복껍질 무침도 별미입니다. 전체적으로 군더더기 없이 깔끔한 맛이네요. 매장도 청결해서 더 마음에 듭니다. 접기",음식이 맛있어요재료가 신선해요,2025-09-28,2025-09-28,2025년 9월 28일 일요일,네이버,latest
수성복국,복어요리,점심에 방문예약 없이 이용대기 시간 바로 입장일상연인・배우자,참복세트 먹고 왔어요🙋‍♀️ 물에 빠진 생선 안좋아하는데 복요리는 잘 먹습니다. 복튀김은 겉바속촉~ 복껍질무침은 새콤달콤해요. 탕이 끓기 전에 입맛 돋구기 딱 좋아요. 간만에 방문했는데 국물이 아주 끝내줬어요👍 접기,음식이 맛있어요매장이 넓어요친절해요,2025-10-05,2025-10-05,2025년 10월 5일 일요일,네이버,latest
수성복국,복어요리,점심에 방문예약 없이 이용대기 시간 바로 입장친목친구,맛있게 먹었습니다. 국물이 끝내줍니다.,음식이 맛있어요+4 개의 리뷰가 더 있습니다 펼쳐보기,2026-01-31,2026-01-31,2026년 1월 31일 토요일,네이버,latest
수성복국,복어요리,저녁에 방문대기 시간 바로 입장연인・배우자,참복세트도 괜찮네요 다음에 시부모님 모시고 와봐야겠어요!,재료가 신선해요+4 개의 리뷰가 더 있습니다 펼쳐보기,2025-12-21,2025-12-21,2025년 12월 21일 일요일,네이버,latest
수성복국,복어요리,점심에 방문예약 후 이용대기 시간 바로 입장데이트연인・배우자,까치복 /복튀김/복껍질무침 세트메뉴 주문했는데요 까치복 국물 진짜 시원해서 해장할때 먹으면 넘 좋을것 같아요 복튀김은 튀김도 바삭하고 안에 복어도 너무 부드러워요 복껍질무침 양념도 너무 맛있고 너무 맛있게 잘 먹고가요 세트메뉴 가격도 착하고 세가지 메뉴를 다 먹어볼수 있어서 너무 좋네요 다음에 또 방문해야겠어요 접기,음식이 맛있어요재료가 신선해요특별한 메뉴가 있어요가성비가 좋아요건강한 맛이에요,2025-09-20,2025-09-20,2025년 9월 20일 토요일,네이버,latest
수성복국,복어요리,점심에 방문예약 후 이용대기 시간 바로 입장가족모임아이,시원한 국물이 일품인 맛집 복어세트메뉴 완전 맛있습니다,음식이 맛있어요+4 개의 리뷰가 더 있습니다 펼쳐보기,2026-01-14,2026-01-14,2026년 1월 14일 수요일,네이버,latest
팔당냉면 수원정자점,냉면,"점심에 방문예약 없이 이용대기 시간 바로 입장일상연인・배우자, 아이","팔당냉면 다녀왔는데 가성비가 정말 괜찮은 편이에요.  비빔냉면은 꽤 매운 편이라 매운 거 못 드시는 분들은 냉육수랑 같이 먹는 걸 추천드려요. 그렇게 먹으니까 훨씬 부드럽고 맛있었어요.  뼈칼국수는 고기가 푸짐하게 들어가 있어서 든든하고, 국물도 깔끔한 스타일이라 계속 손이 가는 맛입니다.  전체적으로 양도 넉넉하고 아이도 잘 먹어서 가족 외식으로 가기 좋은 곳이에요 🙂 접기",메뉴 구성이 알차요가성비가 좋아요매장이 넓어요뷰가 좋아요매장이 청결해요,2026-05-02,2026-05-02,2026년 5월 2일 토요일,네이버,latest
팔당냉면 수원정자점,냉면,저녁에 방문예약 없이 이용대기 시간 바로 입장나들이연인・배우자,팔당냉면 정자점.뼈칼국수 먹었어요. 뼈 3개 들었어요.칼국수에는 밥도 반공기 주네요. 맛있네요.깍두기 김치도 맛있어요. 양이 많아서 과식했네요. 양이 많아 먹다보니 약간 느끼한 감이 있어서 깍두기 김치 필수. 다음에는 냉면 먹어봐야겠어요. 먹는중에도 배달이 많이 오네요. 건물밑 주차가능. 접기,음식이 맛있어요양이 많아요가성비가 좋아요매장이 청결해요친절해요,2026-03-27,2026-03-27,2026년 3월 27일 금요일,네이버,latest
팔당냉면 수원정자점,냉면,점심에 방문예약 없이 이용대기 시간 10분 이내 일상혼자,음식도 맛있고 식당도 쾌적해서 냉면 먹기 너무 좋았어요 주말 점심에 사람이 많아서 왔을 때 웨이팅이 3팀 있어서 조금 기다려야했어요 가족 식사로 사람들이 많이 찾아와요 성인 남자 기준으로 양이 조금 적어서 곱빼기나 고기 추가해서 먹어야 적당해요. 접기,음식이 맛있어요대화하기 좋아요친절해요매장이 청결해요음식이 빨리 나와요,2026-04-19,2026-04-19,2026년 4월 19일 일요일,네이버,latest
팔당냉면 수원정자점,냉면,점심에 방문예약 없이 이용대기 시간 바로 입장가족모임부모님,"부쩍 더워진 날씨에 냉면 먹으러 왔는데 사람이 만원이네요. 이지역 냉면 맛집인듯! 주문은 키오스크에서, 결제는 선불이고요, 비냉은 엄청 매워보였는데 많이 맵지는 않았지만, 고춧가루가 살아있는 맛이었고, 물냉은 자극적이지 않고 슴슴한 맛이었어요! 접기",재료가 신선해요매장이 넓어요매장이 청결해요,2026-04-19,2026-04-19,2026년 4월 19일 일요일,네이버,latest
팔당냉면 수원정자점,냉면,점심에 방문예약 없이 이용대기 시간 바로 입장데이트연인・배우자,주차장도 있고 홀이 넓어서 편하게 식사할수있었어요. 아이가 먹기에도 자극적이지 않아 좋아요,음식이 맛있어요+3 개의 리뷰가 더 있습니다 펼쳐보기,2026-05-05,2026-05-05,2026년 5월 5일 화요일,네이버,latest
팔당냉면 수원정자점,냉면,점심에 방문예약 후 이용대기 시간 바로 입장나들이부모님,냉면 육수가 진하고 시원하고 맛있어요 면이앏고 쫄깃쫄깃하고맛있어요 뼈곰탕은 육수가 구수하고 고기가 많이들엤어요 반찬도 맛있고 국밥이랑잘어울려요 접기,음식이 맛있어요양이 많아요매장이 넓어요매장이 청결해요음식이 빨리 나와요,2026-04-08,2026-04-08,2026년 4월 8일 수요일,네이버,latest
팔당냉면 수원정자점,냉면,점심에 방문예약 없이 이용대기 시간 바로 입장일상아이,오랫만에 날씨가 포근해져서 냉면 땡겨서 왔는데 역시나 맛있어요 뜨끈한 국물의 갈비탕도 고기 완전 실하고 맛집인정,음식이 맛있어요+4 개의 리뷰가 더 있습니다 펼쳐보기,2026-04-29,2026-04-29,2026년 4월 29일 수요일,네이버,latest
팔당냉면 수원정자점,냉면,"점심에 방문예약 없이 이용대기 시간 바로 입장친구, 지인・동료",직화구이 고기추가하는것도너무맛있구요 육회비빔밥이 진짜가성비좋고맛있습니다,양이 많아요+2 개의 리뷰가 더 있습니다 펼쳐보기,2026-05-01,2026-05-01,2026년 5월 1일 금요일,네이버,latest
팔당냉면 수원정자점,냉면,점심에 방문예약 없이 이용대기 시간 10분 이내 나들이연인・배우자,물냉 비냉 둘다 맛있어요~~~~~  숯불고기도 같이나와서 싸먹을수있어서 좋아요 접기,음식이 맛있어요메뉴 구성이 알차요매장이 넓어요친절해요주차하기 편해요,2026-05-09,2026-05-09,2026년 5월 9일 토요일,네이버,latest
팔당냉면 수원정자점,냉면,점심에 방문예약 없이 이용대기 시간 바로 입장데이트부모님,엄마랑 오랫만에 방문햇어요😇 몇년만에 방문햇는데 사장님과 직원분이 알아봐주셔서 엄마가 정말 반가워햇어요💜 이제 자주방문할께요 잘먹고가용,음식이 맛있어요+2 개의 리뷰가 더 있습니다 펼쳐보기,2026-04-19,2026-04-19,2026년 4월 19일 일요일,네이버,latest
